miRNA, drug
hsa-mir-454,3385
hsa-mir-486,444732
hsa-mir-487a,60823
hsa-mir-487b,712
hsa-mir-487b,5311
hsa-mir-487b,5793
hsa-mir-487b,5994
hsa-mir-487b,123631
hsa-mir-488,5793
hsa-mir-488,448537
hsa-mir-489,5793
hsa-mir-490,54670067
hsa-mir-492,5793
hsa-mir-492,448537
hsa-mir-494,3385
hsa-mir-494,5978
hsa-mir-494,10635
hsa-mir-494,60823
hsa-mir-494,444732
hsa-mir-494,444795
hsa-mir-494,451668
hsa-mir-497,702
hsa-mir-497,448537
hsa-mir-497,9547215
hsa-mir-498,10635
hsa-mir-500,5790
hsa-mir-500,60700
hsa-mir-500,60838
hsa-mir-500,444732
hsa-mir-501,712
hsa-mir-502,148124
hsa-mir-503,702
hsa-mir-503,97226
hsa-mir-503,969516
hsa-mir-504,3220
hsa-mir-505,5793
hsa-mir-506,5757
hsa-mir-506,5793
hsa-mir-507,5793
hsa-mir-509,712
hsa-mir-510,969516
hsa-mir-510,5280453
hsa-mir-513,31401
hsa-mir-513b,5994
hsa-mir-514,36314
hsa-mir-514,148124
hsa-mir-514,969516
hsa-mir-516b,5793
hsa-mir-516b,31101
hsa-mir-518b,448537
hsa-mir-518c,31703
hsa-mir-518c,60700
hsa-mir-518c,148124
hsa-mir-518d,5757
hsa-mir-518e,5757
hsa-mir-518f,5793
hsa-mir-519a,3385
hsa-mir-519c,73581
hsa-mir-519d,5793
hsa-mir-520b,5793
hsa-mir-520c,5280453
hsa-mir-520d,5757
hsa-mir-520e,5793
hsa-mir-520f,5793
hsa-mir-520f,31703
hsa-mir-520f,448537
hsa-mir-520h,31703
hsa-mir-521,5793
hsa-mir-522,3385
hsa-mir-522,216239
hsa-mir-523,5793
hsa-mir-524,5757
hsa-mir-526a-1,448537
hsa-mir-526b,5757
hsa-mir-526b,5793
hsa-mir-532,712
hsa-mir-543,241
hsa-mir-543,97226
hsa-mir-543,5280795
hsa-mir-544,5793
hsa-mir-544,444732
hsa-mir-545,5793
hsa-mir-548f,3385
hsa-mir-549,3220
hsa-mir-549,60823
hsa-mir-550,712
hsa-mir-550,31101
hsa-mir-551a,448537
hsa-mir-551b,2375
hsa-mir-552,31401
hsa-mir-555,60823
hsa-mir-557,2375
hsa-mir-558,3385
hsa-mir-561,5793
hsa-mir-564,54670067
hsa-mir-565,712
hsa-mir-568,31401
hsa-mir-568,444732
hsa-mir-570,5793
hsa-mir-572,97226
hsa-mir-573,60823
hsa-mir-575,3385
hsa-mir-575,5283344
hsa-mir-579,5793
hsa-mir-581,448537
hsa-mir-582,712
hsa-mir-583,60823
hsa-mir-583,54670067
hsa-mir-584,5394
hsa-mir-586,60823
hsa-mir-589,5793
hsa-mir-589,216326
hsa-mir-590,712
hsa-mir-592,3385
hsa-mir-593,5311
hsa-mir-595,5311
hsa-mir-595,448537
hsa-mir-596,5793
hsa-mir-596,54670067
hsa-mir-597,5793
hsa-mir-598,969516
hsa-mir-601,47725
hsa-mir-601,60823
hsa-mir-603,31401
hsa-mir-608,448537
hsa-mir-611,448537
hsa-mir-612,444795
hsa-mir-613,444732
hsa-mir-614,54670067
hsa-mir-616,5793
hsa-mir-617,3385
hsa-mir-617,54670067
hsa-mir-620,31401
hsa-mir-620,444732
hsa-mir-621,448537
hsa-mir-622,444732
hsa-mir-625,448537
hsa-mir-627,3385
hsa-mir-627,5793
hsa-mir-627,444732
hsa-mir-629,5311
hsa-mir-629,5793
hsa-mir-629,216239
hsa-mir-629,54670067
hsa-mir-630,10635
hsa-mir-630,97226
hsa-mir-630,119307
hsa-mir-630,54670067
hsa-mir-631,2375
hsa-mir-632,3220
hsa-mir-632,444732
hsa-mir-633,3385
hsa-mir-633,5994
hsa-mir-634,5994
hsa-mir-636,97226
hsa-mir-636,444732
hsa-mir-638,2336
hsa-mir-638,2662
hsa-mir-638,3385
hsa-mir-638,5757
hsa-mir-638,6623
hsa-mir-638,10635
hsa-mir-638,13089
hsa-mir-638,31401
hsa-mir-638,36462
hsa-mir-638,47725
hsa-mir-638,444732
hsa-mir-638,451668
hsa-mir-638,5288826
hsa-mir-641,444732
hsa-mir-641,448537
hsa-mir-642,448537
hsa-mir-644,448537
hsa-mir-645,444732
hsa-mir-645,448537
hsa-mir-647,60823
hsa-mir-650,712
hsa-mir-650,5790
hsa-mir-650,60700
hsa-mir-650,60838
hsa-mir-651,5793
hsa-mir-651,60823
hsa-mir-651,444732
hsa-mir-651,448537
hsa-mir-651,451668
hsa-mir-652,712
hsa-mir-652,31703
hsa-mir-655,123631
hsa-mir-657,444732
hsa-mir-657,448537
hsa-mir-658,60823
hsa-mir-658,97226
hsa-mir-658,445580
hsa-mir-659,5280453
hsa-mir-660,712
hsa-mir-660,5311
hsa-mir-660,5280795
hsa-mir-660,5283344
hsa-mir-661,60823
hsa-mir-662,54670067
hsa-mir-663,2375
hsa-mir-663,2662
hsa-mir-663,3385
hsa-mir-663,5757
hsa-mir-663,6013
hsa-mir-663,6623
hsa-mir-663,13089
hsa-mir-663,36462
hsa-mir-663,47725
hsa-mir-663,444795
hsa-mir-663,445154
hsa-mir-663,5280453
hsa-mir-663,5283344
hsa-mir-663,54670067
hsa-mir-664,119307
hsa-mir-664,216239
hsa-mir-668,702
hsa-mir-671,448537
hsa-mir-674,5793
hsa-mir-675,3220
hsa-mir-694,702
hsa-mir-7,3229
hsa-mir-7,3385
hsa-mir-7,47725
hsa-mir-7,969516
hsa-mir-708,3385
hsa-mir-708,5793
hsa-mir-708,54670067
hsa-mir-711,3385
hsa-mir-718,54670067
hsa-mir-758,3385
hsa-mir-758,97226
hsa-mir-758,448537
hsa-mir-760,5311
hsa-mir-760,5793
hsa-mir-760,60823
hsa-mir-765,3385
hsa-mir-766,3385
hsa-mir-766,5280795
hsa-mir-768,451668
hsa-mir-874,5790
hsa-mir-874,5793
hsa-mir-874,60700
hsa-mir-874,60838
hsa-mir-874,216326
hsa-mir-875,4624
hsa-mir-877,3385
hsa-mir-888,5793
hsa-mir-888,444732
hsa-mir-891a,5793
hsa-mir-892a,60823
hsa-mir-892b,60823
hsa-mir-892b,97226
hsa-mir-9,712
hsa-mir-9,2375
hsa-mir-9,5394
hsa-mir-9,5757
hsa-mir-9,5793
hsa-mir-9,47725
hsa-mir-9,5288209
hsa-mir-9,5352624
hsa-mir-9-3,448537
hsa-mir-92,2336
hsa-mir-92,15625
hsa-mir-92,119307
hsa-mir-92,969516
hsa-mir-92-1,448537
hsa-mir-921,3385
hsa-mir-921,5994
hsa-mir-923,5793
hsa-mir-923,5978
hsa-mir-923,969516
hsa-mir-92a,3071
hsa-mir-92a,3385
hsa-mir-92a,5311
hsa-mir-92a,72304
hsa-mir-92a,5310940
hsa-mir-92b,448537
hsa-mir-92b,5310940
hsa-mir-92b,9949648
hsa-mir-93,712
hsa-mir-93,3385
hsa-mir-93,5978
hsa-mir-93,24497
hsa-mir-93,444732
hsa-mir-93,448537
hsa-mir-93,451668
hsa-mir-93,969516
hsa-mir-93,5310940
hsa-mir-935,60823
hsa-mir-938,3220
hsa-mir-939,119307
hsa-mir-940,10635
hsa-mir-95,969516
hsa-mir-96,3229
hsa-mir-96,5311
hsa-mir-96,5793
hsa-mir-98,712
hsa-mir-98,2662
hsa-mir-98,5757
hsa-mir-98,119307
hsa-mir-98,216326
hsa-mir-98,969516
hsa-mir-98,5280453
hsa-mir-99a,712
hsa-mir-99a,2375
hsa-mir-99a,3229
hsa-mir-99a,47725
hsa-mir-99b,5311
hsa-mir-99b,36314
hsa-mir-99b,148124
hsa-mir-99b,5280795
hsa-mir-99b,5288826
hsa-mir-99b,54670067
