miRNA, drug
hsa-let-7c,5280965
hsa-let-7c,5280980
hsa-let-7c,5281004
hsa-let-7c,5281040
hsa-let-7c,5281052
hsa-let-7c,5281081
hsa-let-7c,5281104
hsa-let-7c,5281243
hsa-let-7c,5281417
hsa-let-7c,5281718
hsa-let-7c,5281915
hsa-let-7c,5282181
hsa-let-7c,5282226
hsa-let-7c,5282379
hsa-let-7c,5282415
hsa-let-7c,5282494
hsa-let-7c,5283731
hsa-let-7c,5284447
hsa-let-7c,5284512
hsa-let-7c,5284513
hsa-let-7c,5284553
hsa-let-7c,5284592
hsa-let-7c,5284607
hsa-let-7c,5284627
hsa-let-7c,5288783
hsa-let-7c,5311000
hsa-let-7c,5311027
hsa-let-7c,5311051
hsa-let-7c,5311052
hsa-let-7c,5311066
hsa-let-7c,5311067
hsa-let-7c,5311167
hsa-let-7c,5311181
hsa-let-7c,5311221
hsa-let-7c,5311236
hsa-let-7c,5311266
hsa-let-7c,5311399
hsa-let-7c,5311412
hsa-let-7c,5312125
hsa-let-7c,5353788
hsa-let-7c,5355130
hsa-let-7c,5359272
hsa-let-7c,5359371
hsa-let-7c,5360696
hsa-let-7c,5447130
hsa-let-7c,5481350
hsa-let-7c,5493444
hsa-let-7c,6099959
hsa-let-7c,6440717
hsa-let-7c,6450551
hsa-let-7c,6473881
hsa-let-7c,6540478
hsa-let-7c,6714002
hsa-let-7c,6915744
hsa-let-7c,6916249
hsa-let-7c,6917715
hsa-let-7c,6917864
hsa-let-7c,6918140
hsa-let-7c,6918155
hsa-let-7c,6918462
hsa-let-7c,6918585
hsa-let-7c,6918638
hsa-let-7c,9568614
hsa-let-7c,9811704
hsa-let-7c,9818306
hsa-let-7c,9831415
hsa-let-7c,9838022
hsa-let-7c,9865442
hsa-let-7c,9868491
hsa-let-7c,9883933
hsa-let-7c,9898279
hsa-let-7c,9915879
hsa-let-7c,9926791
hsa-let-7c,9933193
hsa-let-7c,9949848
hsa-let-7c,10077130
hsa-let-7c,10220503
hsa-let-7c,10482134
hsa-let-7c,11156438
hsa-let-7c,11243969
hsa-let-7c,11499245
hsa-let-7c,11610526
hsa-let-7c,11658860
hsa-let-7c,11750009
hsa-let-7c,11953884
hsa-let-7c,11954369
hsa-let-7c,13559281
hsa-let-7c,15558638
hsa-let-7c,16078949
hsa-let-7c,16124688
hsa-let-7c,16401639
hsa-let-7c,16722836
hsa-let-7c,16760467
hsa-let-7c,17754356
hsa-let-7c,17756771
hsa-let-7c,20054914
hsa-let-7c,21867154
hsa-let-7c,22251426
hsa-let-7c,22617237
hsa-let-7c,23443659
hsa-let-7c,23663870
hsa-let-7c,23668827
hsa-let-7c,24775005
hsa-let-7c,24776445
hsa-let-7c,25126798
hsa-let-7c,25185057
hsa-let-7c,42613186
hsa-let-7c,44599207
hsa-let-7c,45375808
hsa-let-7c,46705423
hsa-let-7c,46936176
hsa-let-7c,49852292
hsa-let-7c,54679224
hsa-let-7c,54680783
hsa-let-7c,56840904
hsa-let-7c,56955933
hsa-let-7c,70678987
hsa-let-7c,70789197
hsa-let-7c,71587201
hsa-let-7c,71768094
hsa-let-7c,73425383
hsa-let-7c,76962714
hsa-let-7c,76968835
hsa-let-7c,89683805
hsa-let-7c,91663255
hsa-let-7c,118987133
hsa-let-7c,131704172
hsa-let-7c,131704315
hsa-let-7c,131704316
hsa-let-7c,131704328
hsa-let-7c,131704329
hsa-let-7d,187
hsa-let-7d,241
hsa-let-7d,280
hsa-let-7d,712
hsa-let-7d,946
hsa-let-7d,947
hsa-let-7d,996
hsa-let-7d,1046
hsa-let-7d,1983
hsa-let-7d,2123
hsa-let-7d,2141
hsa-let-7d,2159
hsa-let-7d,2247
hsa-let-7d,2284
hsa-let-7d,2343
hsa-let-7d,2366
hsa-let-7d,2381
hsa-let-7d,2482
hsa-let-7d,2683
hsa-let-7d,2767
hsa-let-7d,2904
hsa-let-7d,2905
hsa-let-7d,2911
hsa-let-7d,3009
hsa-let-7d,3019
hsa-let-7d,3042
hsa-let-7d,3052
hsa-let-7d,3103
hsa-let-7d,3114
hsa-let-7d,3152
hsa-let-7d,3156
hsa-let-7d,3182
hsa-let-7d,3191
hsa-let-7d,3226
hsa-let-7d,3335
hsa-let-7d,3366
hsa-let-7d,3385
hsa-let-7d,3393
hsa-let-7d,3406
hsa-let-7d,3463
hsa-let-7d,3467
hsa-let-7d,3476
hsa-let-7d,3610
hsa-let-7d,3720
hsa-let-7d,3779
hsa-let-7d,4060
hsa-let-7d,4064
hsa-let-7d,4101
hsa-let-7d,4116
hsa-let-7d,4162
hsa-let-7d,4274
hsa-let-7d,4449
hsa-let-7d,4510
hsa-let-7d,4594
hsa-let-7d,4634
hsa-let-7d,4642
hsa-let-7d,4740
hsa-let-7d,4746
hsa-let-7d,4842
hsa-let-7d,4849
hsa-let-7d,4914
hsa-let-7d,4919
hsa-let-7d,5314
hsa-let-7d,5335
hsa-let-7d,5381
hsa-let-7d,5386
hsa-let-7d,5391
hsa-let-7d,5394
hsa-let-7d,5411
hsa-let-7d,5419
hsa-let-7d,5487
hsa-let-7d,5509
hsa-let-7d,5538
hsa-let-7d,5546
hsa-let-7d,5560
hsa-let-7d,5572
hsa-let-7d,5656
hsa-let-7d,5749
hsa-let-7d,5756
hsa-let-7d,5757
hsa-let-7d,5833
hsa-let-7d,5870
hsa-let-7d,5881
hsa-let-7d,5905
hsa-let-7d,5906
hsa-let-7d,5943
hsa-let-7d,5944
hsa-let-7d,5988
hsa-let-7d,5991
hsa-let-7d,5997
hsa-let-7d,6032
hsa-let-7d,6036
hsa-let-7d,6037
hsa-let-7d,6047
hsa-let-7d,6083
hsa-let-7d,6215
hsa-let-7d,6253
hsa-let-7d,6256
hsa-let-7d,6291
hsa-let-7d,6646
hsa-let-7d,6880
hsa-let-7d,7618
hsa-let-7d,7699
hsa-let-7d,8249
hsa-let-7d,8378
hsa-let-7d,8955
hsa-let-7d,9046
hsa-let-7d,9051
hsa-let-7d,9403
hsa-let-7d,9880
hsa-let-7d,9913
hsa-let-7d,10026
hsa-let-7d,10770
hsa-let-7d,11273
hsa-let-7d,11333
hsa-let-7d,12035
hsa-let-7d,12560
hsa-let-7d,13791
hsa-let-7d,14985
hsa-let-7d,15130
hsa-let-7d,15209
hsa-let-7d,15541
hsa-let-7d,16078
hsa-let-7d,16666
hsa-let-7d,17141
hsa-let-7d,19649
hsa-let-7d,19861
hsa-let-7d,20058
hsa-let-7d,20279
hsa-let-7d,21704
hsa-let-7d,21855
hsa-let-7d,22297
hsa-let-7d,22660
hsa-let-7d,24066
hsa-let-7d,24087
hsa-let-7d,24199
hsa-let-7d,24550
hsa-let-7d,24759
hsa-let-7d,24763
hsa-let-7d,25210
hsa-let-7d,25249
hsa-let-7d,25419
hsa-let-7d,26041
hsa-let-7d,26042
hsa-let-7d,26987
hsa-let-7d,27812
hsa-let-7d,28417
hsa-let-7d,28620
hsa-let-7d,29327
hsa-let-7d,32798
hsa-let-7d,33042
hsa-let-7d,33572
hsa-let-7d,33741
hsa-let-7d,34755
hsa-let-7d,35370
hsa-let-7d,36294
hsa-let-7d,37720
hsa-let-7d,37768
hsa-let-7d,38521
hsa-let-7d,39468
hsa-let-7d,39765
hsa-let-7d,47936
hsa-let-7d,51040
hsa-let-7d,54454
hsa-let-7d,54687
hsa-let-7d,55245
hsa-let-7d,56339
hsa-let-7d,57697
hsa-let-7d,60164
hsa-let-7d,60198
hsa-let-7d,60613
hsa-let-7d,60750
hsa-let-7d,60825
hsa-let-7d,60871
hsa-let-7d,60877
hsa-let-7d,60961
hsa-let-7d,62816
hsa-let-7d,65028
hsa-let-7d,66377
hsa-let-7d,68861
hsa-let-7d,68911
hsa-let-7d,71398
hsa-let-7d,74989
hsa-let-7d,82146
hsa-let-7d,82153
hsa-let-7d,84029
hsa-let-7d,84098
hsa-let-7d,104747
hsa-let-7d,107526
hsa-let-7d,119182
hsa-let-7d,119307
hsa-let-7d,125017
hsa-let-7d,132971
hsa-let-7d,132999
hsa-let-7d,134664
hsa-let-7d,154417
hsa-let-7d,157355
hsa-let-7d,159269
hsa-let-7d,164739
hsa-let-7d,165580
hsa-let-7d,174174
hsa-let-7d,176077
hsa-let-7d,185460
hsa-let-7d,193653
hsa-let-7d,202225
hsa-let-7d,208902
hsa-let-7d,216416
hsa-let-7d,222757
hsa-let-7d,236702
hsa-let-7d,259331
hsa-let-7d,439213
hsa-let-7d,439501
hsa-let-7d,439553
hsa-let-7d,440936
hsa-let-7d,440995
hsa-let-7d,441207
hsa-let-7d,441278
hsa-let-7d,441289
hsa-let-7d,441290
hsa-let-7d,441306
hsa-let-7d,441350
hsa-let-7d,442343
hsa-let-7d,443586
hsa-let-7d,444031
hsa-let-7d,444254
hsa-let-7d,444679
hsa-let-7d,444795
hsa-let-7d,445354
hsa-let-7d,446220
hsa-let-7d,446284
hsa-let-7d,446727
hsa-let-7d,446925
hsa-let-7d,446987
hsa-let-7d,447043
hsa-let-7d,449171
hsa-let-7d,637568
hsa-let-7d,644019
hsa-let-7d,656583
hsa-let-7d,656615
hsa-let-7d,656665
hsa-let-7d,657237
hsa-let-7d,657308
hsa-let-7d,1201549
hsa-let-7d,2724251
hsa-let-7d,2724385
hsa-let-7d,3000540
hsa-let-7d,3001028
hsa-let-7d,3002119
hsa-let-7d,3010818
hsa-let-7d,3011155
hsa-let-7d,3032771
hsa-let-7d,3033053
hsa-let-7d,3033818
hsa-let-7d,3037234
hsa-let-7d,3037556
hsa-let-7d,3082054
hsa-let-7d,3085017
hsa-let-7d,3086401
hsa-let-7d,3086674
hsa-let-7d,4327536
hsa-let-7d,5280489
hsa-let-7d,5280793
hsa-let-7d,5280795
hsa-let-7d,5280896
hsa-let-7d,5280899
hsa-let-7d,5280965
hsa-let-7d,5280980
hsa-let-7d,5281004
hsa-let-7d,5281040
hsa-let-7d,5281052
hsa-let-7d,5281081
hsa-let-7d,5281104
hsa-let-7d,5281243
hsa-let-7d,5281417
hsa-let-7d,5281718
hsa-let-7d,5281915
hsa-let-7d,5282181
hsa-let-7d,5282379
hsa-let-7d,5283731
hsa-let-7d,5284447
hsa-let-7d,5284512
hsa-let-7d,5284513
hsa-let-7d,5284592
hsa-let-7d,5284607
hsa-let-7d,5284627
hsa-let-7d,5288783
hsa-let-7d,5311052
hsa-let-7d,5311066
hsa-let-7d,5311071
hsa-let-7d,5311181
hsa-let-7d,5311399
hsa-let-7d,5312125
hsa-let-7d,5355130
hsa-let-7d,5359272
hsa-let-7d,5359371
hsa-let-7d,5360696
hsa-let-7d,5481350
hsa-let-7d,5493444
hsa-let-7d,6440717
hsa-let-7d,6450551
hsa-let-7d,6473881
hsa-let-7d,6714002
hsa-let-7d,6915744
hsa-let-7d,6916249
hsa-let-7d,6917864
hsa-let-7d,6918140
hsa-let-7d,6918155
hsa-let-7d,6918462
hsa-let-7d,6918585
hsa-let-7d,7045767
hsa-let-7d,9568614
hsa-let-7d,9811704
hsa-let-7d,9818306
hsa-let-7d,9831415
hsa-let-7d,9838022
hsa-let-7d,9898279
hsa-let-7d,9915879
hsa-let-7d,9926791
hsa-let-7d,9933193
hsa-let-7d,9949848
hsa-let-7d,10220503
hsa-let-7d,10482134
hsa-let-7d,11243969
hsa-let-7d,11610526
hsa-let-7d,11953884
hsa-let-7d,11954369
hsa-let-7d,11963622
hsa-let-7d,13559281
hsa-let-7d,16078949
hsa-let-7d,16124688
hsa-let-7d,16401639
hsa-let-7d,16722836
hsa-let-7d,17754356
hsa-let-7d,17756771
hsa-let-7d,20054914
hsa-let-7d,21867154
hsa-let-7d,22617237
hsa-let-7d,23668193
hsa-let-7d,24775005
hsa-let-7d,24776445
hsa-let-7d,25126798
hsa-let-7d,25185057
hsa-let-7d,42613186
hsa-let-7d,44599207
hsa-let-7d,45375808
hsa-let-7d,46705423
hsa-let-7d,46936176
hsa-let-7d,49852292
hsa-let-7d,54680783
hsa-let-7d,56955933
hsa-let-7d,70789197
hsa-let-7d,73425383
hsa-let-7d,76968835
hsa-let-7d,89683805
hsa-let-7d,91663255
hsa-let-7d,131704315
hsa-let-7d,131704316
hsa-let-7d,131704328
hsa-let-7e,119
hsa-let-7e,176
hsa-let-7e,280
hsa-let-7e,281
hsa-let-7e,305
hsa-let-7e,311
hsa-let-7e,338
hsa-let-7e,444
hsa-let-7e,460
hsa-let-7e,586
hsa-let-7e,612
hsa-let-7e,681
hsa-let-7e,712
hsa-let-7e,727
hsa-let-7e,753
hsa-let-7e,757
hsa-let-7e,774
hsa-let-7e,807
hsa-let-7e,896
hsa-let-7e,936
hsa-let-7e,938
hsa-let-7e,946
hsa-let-7e,977
hsa-let-7e,988
hsa-let-7e,996
hsa-let-7e,999
hsa-let-7e,1030
hsa-let-7e,1031
hsa-let-7e,1032
hsa-let-7e,1051
hsa-let-7e,1054
hsa-let-7e,1060
hsa-let-7e,1091
hsa-let-7e,1110
hsa-let-7e,1130
hsa-let-7e,1207
hsa-let-7e,1676
hsa-let-7e,1775
hsa-let-7e,1923
hsa-let-7e,1935
hsa-let-7e,1978
hsa-let-7e,1983
hsa-let-7e,1986
hsa-let-7e,1989
hsa-let-7e,1990
hsa-let-7e,1993
hsa-let-7e,2082
hsa-let-7e,2083
hsa-let-7e,2092
hsa-let-7e,2118
hsa-let-7e,2131
hsa-let-7e,2132
hsa-let-7e,2140
hsa-let-7e,2141
hsa-let-7e,2145
hsa-let-7e,2148
hsa-let-7e,2153
hsa-let-7e,2159
hsa-let-7e,2160
hsa-let-7e,2161
hsa-let-7e,2164
hsa-let-7e,2165
hsa-let-7e,2170
hsa-let-7e,2179
hsa-let-7e,2187
hsa-let-7e,2194
hsa-let-7e,2197
hsa-let-7e,2200
hsa-let-7e,2202
hsa-let-7e,2216
hsa-let-7e,2236
hsa-let-7e,2244
hsa-let-7e,2247
hsa-let-7e,2265
hsa-let-7e,2267
hsa-let-7e,2284
hsa-let-7e,2327
hsa-let-7e,2335
hsa-let-7e,2337
hsa-let-7e,2343
hsa-let-7e,2350
hsa-let-7e,2365
hsa-let-7e,2369
hsa-let-7e,2375
hsa-let-7e,2378
hsa-let-7e,2381
hsa-let-7e,2391
hsa-let-7e,2406
hsa-let-7e,2431
hsa-let-7e,2435
hsa-let-7e,2441
hsa-let-7e,2442
hsa-let-7e,2444
hsa-let-7e,2448
hsa-let-7e,2466
hsa-let-7e,2471
hsa-let-7e,2477
hsa-let-7e,2478
hsa-let-7e,2479
hsa-let-7e,2481
hsa-let-7e,2482
hsa-let-7e,2484
hsa-let-7e,2519
hsa-let-7e,2520
hsa-let-7e,2528
hsa-let-7e,2554
hsa-let-7e,2562
hsa-let-7e,2564
hsa-let-7e,2576
hsa-let-7e,2581
hsa-let-7e,2583
hsa-let-7e,2663
hsa-let-7e,2678
hsa-let-7e,2707
hsa-let-7e,2708
hsa-let-7e,2712
hsa-let-7e,2717
hsa-let-7e,2719
hsa-let-7e,2720
hsa-let-7e,2722
hsa-let-7e,2723
hsa-let-7e,2725
hsa-let-7e,2726
hsa-let-7e,2727
hsa-let-7e,2732
hsa-let-7e,2733
hsa-let-7e,2754
hsa-let-7e,2761
hsa-let-7e,2771
hsa-let-7e,2783
hsa-let-7e,2784
hsa-let-7e,2788
hsa-let-7e,2789
hsa-let-7e,2795
hsa-let-7e,2796
hsa-let-7e,2800
hsa-let-7e,2801
hsa-let-7e,2802
hsa-let-7e,2803
hsa-let-7e,2809
hsa-let-7e,2812
hsa-let-7e,2882
hsa-let-7e,2883
hsa-let-7e,2893
hsa-let-7e,2895
hsa-let-7e,2904
hsa-let-7e,2905
hsa-let-7e,2907
hsa-let-7e,2911
hsa-let-7e,2913
hsa-let-7e,2950
hsa-let-7e,2955
hsa-let-7e,2966
hsa-let-7e,2972
hsa-let-7e,2973
hsa-let-7e,2993
hsa-let-7e,3009
hsa-let-7e,3016
hsa-let-7e,3019
hsa-let-7e,3025
hsa-let-7e,3033
hsa-let-7e,3038
hsa-let-7e,3042
hsa-let-7e,3055
hsa-let-7e,3059
hsa-let-7e,3080
hsa-let-7e,3089
hsa-let-7e,3100
hsa-let-7e,3103
hsa-let-7e,3105
hsa-let-7e,3108
hsa-let-7e,3114
hsa-let-7e,3149
hsa-let-7e,3151
hsa-let-7e,3152
hsa-let-7e,3156
hsa-let-7e,3162
hsa-let-7e,3168
hsa-let-7e,3180
hsa-let-7e,3182
hsa-let-7e,3191
hsa-let-7e,3202
hsa-let-7e,3219
hsa-let-7e,3226
hsa-let-7e,3261
hsa-let-7e,3278
hsa-let-7e,3284
hsa-let-7e,3291
hsa-let-7e,3292
hsa-let-7e,3305
hsa-let-7e,3306
hsa-let-7e,3314
hsa-let-7e,3324
hsa-let-7e,3325
hsa-let-7e,3331
hsa-let-7e,3333
hsa-let-7e,3335
hsa-let-7e,3337
hsa-let-7e,3339
hsa-let-7e,3341
hsa-let-7e,3343
hsa-let-7e,3345
hsa-let-7e,3348
hsa-let-7e,3356
hsa-let-7e,3365
hsa-let-7e,3366
hsa-let-7e,3371
hsa-let-7e,3372
hsa-let-7e,3380
hsa-let-7e,3385
hsa-let-7e,3393
hsa-let-7e,3394
hsa-let-7e,3396
hsa-let-7e,3397
hsa-let-7e,3404
hsa-let-7e,3406
hsa-let-7e,3410
hsa-let-7e,3440
hsa-let-7e,3463
hsa-let-7e,3467
hsa-let-7e,3468
hsa-let-7e,3475
hsa-let-7e,3476
hsa-let-7e,3478
hsa-let-7e,3487
hsa-let-7e,3488
hsa-let-7e,3496
hsa-let-7e,3516
hsa-let-7e,3517
hsa-let-7e,3559
hsa-let-7e,3598
hsa-let-7e,3601
hsa-let-7e,3607
hsa-let-7e,3610
hsa-let-7e,3637
hsa-let-7e,3639
hsa-let-7e,3647
hsa-let-7e,3658
hsa-let-7e,3672
hsa-let-7e,3675
hsa-let-7e,3676
hsa-let-7e,3690
hsa-let-7e,3696
hsa-let-7e,3698
hsa-let-7e,3702
hsa-let-7e,3724
hsa-let-7e,3728
hsa-let-7e,3730
hsa-let-7e,3731
hsa-let-7e,3735
hsa-let-7e,3736
hsa-let-7e,3737
hsa-let-7e,3739
hsa-let-7e,3741
hsa-let-7e,3742
hsa-let-7e,3743
hsa-let-7e,3759
hsa-let-7e,3762
hsa-let-7e,3763
hsa-let-7e,3767
hsa-let-7e,3775
hsa-let-7e,3776
hsa-let-7e,3779
hsa-let-7e,3821
hsa-let-7e,3825
hsa-let-7e,3826
hsa-let-7e,3827
hsa-let-7e,3878
hsa-let-7e,3883
hsa-let-7e,3899
hsa-let-7e,3955
hsa-let-7e,3958
hsa-let-7e,3961
hsa-let-7e,3964
hsa-let-7e,3965
hsa-let-7e,3998
hsa-let-7e,4004
hsa-let-7e,4021
hsa-let-7e,4030
hsa-let-7e,4031
hsa-let-7e,4032
hsa-let-7e,4033
hsa-let-7e,4034
hsa-let-7e,4037
hsa-let-7e,4044
hsa-let-7e,4055
hsa-let-7e,4057
hsa-let-7e,4058
hsa-let-7e,4060
hsa-let-7e,4062
hsa-let-7e,4064
hsa-let-7e,4078
hsa-let-7e,4086
hsa-let-7e,4097
hsa-let-7e,4101
hsa-let-7e,4107
hsa-let-7e,4114
hsa-let-7e,4162
hsa-let-7e,4171
hsa-let-7e,4173
hsa-let-7e,4174
hsa-let-7e,4178
hsa-let-7e,4184
hsa-let-7e,4195
hsa-let-7e,4197
hsa-let-7e,4201
hsa-let-7e,4211
hsa-let-7e,4236
hsa-let-7e,4260
hsa-let-7e,4274
hsa-let-7e,4409
hsa-let-7e,4421
hsa-let-7e,4440
hsa-let-7e,4449
hsa-let-7e,4450
hsa-let-7e,4456
hsa-let-7e,4472
hsa-let-7e,4477
hsa-let-7e,4493
hsa-let-7e,4495
hsa-let-7e,4506
hsa-let-7e,4507
hsa-let-7e,4510
hsa-let-7e,4528
hsa-let-7e,4543
hsa-let-7e,4567
hsa-let-7e,4594
hsa-let-7e,4601
hsa-let-7e,4604
hsa-let-7e,4612
hsa-let-7e,4614
hsa-let-7e,4615
hsa-let-7e,4616
hsa-let-7e,4619
hsa-let-7e,4621
hsa-let-7e,4631
hsa-let-7e,4632
hsa-let-7e,4633
hsa-let-7e,4634
hsa-let-7e,4636
hsa-let-7e,4641
hsa-let-7e,4642
hsa-let-7e,4649
hsa-let-7e,4679
hsa-let-7e,4680
hsa-let-7e,4723
hsa-let-7e,4735
hsa-let-7e,4737
hsa-let-7e,4740
hsa-let-7e,4747
hsa-let-7e,4748
hsa-let-7e,4753
hsa-let-7e,4760
hsa-let-7e,4761
hsa-let-7e,4762
hsa-let-7e,4763
hsa-let-7e,4764
hsa-let-7e,4768
hsa-let-7e,4775
hsa-let-7e,4781
hsa-let-7e,4810
hsa-let-7e,4828
hsa-let-7e,4829
hsa-let-7e,4845
hsa-let-7e,4849
hsa-let-7e,4870
hsa-let-7e,4883
hsa-let-7e,4886
hsa-let-7e,4890
hsa-let-7e,4891
hsa-let-7e,4893
hsa-let-7e,4906
hsa-let-7e,4909
hsa-let-7e,4911
hsa-let-7e,4912
hsa-let-7e,4914
hsa-let-7e,4915
hsa-let-7e,4917
hsa-let-7e,4919
hsa-let-7e,4923
hsa-let-7e,4926
hsa-let-7e,4932
hsa-let-7e,4934
hsa-let-7e,4935
hsa-let-7e,4940
hsa-let-7e,4942
hsa-let-7e,4943
hsa-let-7e,4946
hsa-let-7e,4976
hsa-let-7e,4993
hsa-let-7e,4999
hsa-let-7e,5002
hsa-let-7e,5029
hsa-let-7e,5042
hsa-let-7e,5070
hsa-let-7e,5078
hsa-let-7e,5090
hsa-let-7e,5095
hsa-let-7e,5147
hsa-let-7e,5161
hsa-let-7e,5193
hsa-let-7e,5206
hsa-let-7e,5210
hsa-let-7e,5215
hsa-let-7e,5241
hsa-let-7e,5243
hsa-let-7e,5245
hsa-let-7e,5253
hsa-let-7e,5291
hsa-let-7e,5314
hsa-let-7e,5320
hsa-let-7e,5322
hsa-let-7e,5323
hsa-let-7e,5325
hsa-let-7e,5327
hsa-let-7e,5328
hsa-let-7e,5329
hsa-let-7e,5333
hsa-let-7e,5335
hsa-let-7e,5336
hsa-let-7e,5340
hsa-let-7e,5342
hsa-let-7e,5344
hsa-let-7e,5351
hsa-let-7e,5355
hsa-let-7e,5359
hsa-let-7e,5381
hsa-let-7e,5386
hsa-let-7e,5391
hsa-let-7e,5401
hsa-let-7e,5403
hsa-let-7e,5405
hsa-let-7e,5419
hsa-let-7e,5426
hsa-let-7e,5430
hsa-let-7e,5431
hsa-let-7e,5440
hsa-let-7e,5452
hsa-let-7e,5456
hsa-let-7e,5457
hsa-let-7e,5479
hsa-let-7e,5482
hsa-let-7e,5483
hsa-let-7e,5487
hsa-let-7e,5503
hsa-let-7e,5504
hsa-let-7e,5505
hsa-let-7e,5509
hsa-let-7e,5510
hsa-let-7e,5526
hsa-let-7e,5530
hsa-let-7e,5533
hsa-let-7e,5546
hsa-let-7e,5556
hsa-let-7e,5560
hsa-let-7e,5564
hsa-let-7e,5566
hsa-let-7e,5568
hsa-let-7e,5572
hsa-let-7e,5573
hsa-let-7e,5574
hsa-let-7e,5576
hsa-let-7e,5577
hsa-let-7e,5578
hsa-let-7e,5583
hsa-let-7e,5584
hsa-let-7e,5585
hsa-let-7e,5587
hsa-let-7e,5593
hsa-let-7e,5611
hsa-let-7e,5641
hsa-let-7e,5656
hsa-let-7e,5665
hsa-let-7e,5666
hsa-let-7e,5709
hsa-let-7e,5717
hsa-let-7e,5719
hsa-let-7e,5732
hsa-let-7e,5734
hsa-let-7e,5736
hsa-let-7e,5749
hsa-let-7e,5756
hsa-let-7e,5757
hsa-let-7e,5775
hsa-let-7e,5794
hsa-let-7e,5819
hsa-let-7e,5833
hsa-let-7e,5852
hsa-let-7e,5862
hsa-let-7e,5870
hsa-let-7e,5906
hsa-let-7e,5910
hsa-let-7e,5920
hsa-let-7e,5936
hsa-let-7e,5939
hsa-let-7e,5944
hsa-let-7e,5959
hsa-let-7e,5960
hsa-let-7e,5961
hsa-let-7e,5962
hsa-let-7e,5966
hsa-let-7e,5977
hsa-let-7e,5988
hsa-let-7e,5991
hsa-let-7e,6005
hsa-let-7e,6009
hsa-let-7e,6018
hsa-let-7e,6032
hsa-let-7e,6036
hsa-let-7e,6037
hsa-let-7e,6041
hsa-let-7e,6047
hsa-let-7e,6049
hsa-let-7e,6057
hsa-let-7e,6082
hsa-let-7e,6099
hsa-let-7e,6104
hsa-let-7e,6109
hsa-let-7e,6116
hsa-let-7e,6137
hsa-let-7e,6140
hsa-let-7e,6172
hsa-let-7e,6194
hsa-let-7e,6215
hsa-let-7e,6224
hsa-let-7e,6234
hsa-let-7e,6262
hsa-let-7e,6267
hsa-let-7e,6291
hsa-let-7e,6307
hsa-let-7e,6374
hsa-let-7e,6410
hsa-let-7e,6469
hsa-let-7e,6473
hsa-let-7e,6476
hsa-let-7e,6518
hsa-let-7e,6597
hsa-let-7e,6646
hsa-let-7e,6662
hsa-let-7e,6675
hsa-let-7e,6726
hsa-let-7e,6729
hsa-let-7e,6834
hsa-let-7e,6839
hsa-let-7e,6843
hsa-let-7e,6880
hsa-let-7e,6883
hsa-let-7e,6989
hsa-let-7e,7027
hsa-let-7e,7028
hsa-let-7e,7029
hsa-let-7e,7114
hsa-let-7e,7187
hsa-let-7e,7405
hsa-let-7e,7547
hsa-let-7e,7628
hsa-let-7e,7697
hsa-let-7e,8249
hsa-let-7e,8271
hsa-let-7e,8275
hsa-let-7e,8280
hsa-let-7e,8378
hsa-let-7e,8490
hsa-let-7e,8555
hsa-let-7e,8556
hsa-let-7e,8612
hsa-let-7e,8730
hsa-let-7e,8759
hsa-let-7e,8944
hsa-let-7e,9034
hsa-let-7e,9046
hsa-let-7e,9047
hsa-let-7e,9064
hsa-let-7e,9290
hsa-let-7e,9291
hsa-let-7e,9294
hsa-let-7e,9299
hsa-let-7e,9331
hsa-let-7e,9403
hsa-let-7e,9433
hsa-let-7e,9458
hsa-let-7e,9565
hsa-let-7e,9638
hsa-let-7e,9801
hsa-let-7e,9880
hsa-let-7e,9913
hsa-let-7e,10026
hsa-let-7e,10090
hsa-let-7e,10100
hsa-let-7e,10188
hsa-let-7e,10230
hsa-let-7e,10548
hsa-let-7e,10607
hsa-let-7e,10621
hsa-let-7e,10680
hsa-let-7e,10690
hsa-let-7e,10692
hsa-let-7e,10767
hsa-let-7e,10917
hsa-let-7e,11291
hsa-let-7e,11333
hsa-let-7e,12035
hsa-let-7e,12449
hsa-let-7e,12555
hsa-let-7e,12560
hsa-let-7e,12967
hsa-let-7e,13090
hsa-let-7e,13091
hsa-let-7e,13095
hsa-let-7e,13096
hsa-let-7e,13097
hsa-let-7e,13136
hsa-let-7e,13144
hsa-let-7e,13314
hsa-let-7e,13344
hsa-let-7e,13505
hsa-let-7e,13791
hsa-let-7e,14052
hsa-let-7e,14677
hsa-let-7e,14792
hsa-let-7e,14985
hsa-let-7e,15130
hsa-let-7e,15209
hsa-let-7e,15459
hsa-let-7e,15541
hsa-let-7e,16078
hsa-let-7e,16231
hsa-let-7e,16362
hsa-let-7e,16363
hsa-let-7e,16666
hsa-let-7e,16850
hsa-let-7e,16960
hsa-let-7e,17134
hsa-let-7e,17141
hsa-let-7e,17676
hsa-let-7e,18283
hsa-let-7e,19649
hsa-let-7e,19861
hsa-let-7e,20313
hsa-let-7e,21223
hsa-let-7e,21307
hsa-let-7e,21772
hsa-let-7e,21855
hsa-let-7e,22297
hsa-let-7e,23576
hsa-let-7e,23897
hsa-let-7e,24012
hsa-let-7e,24083
hsa-let-7e,24199
hsa-let-7e,24414
hsa-let-7e,24424
hsa-let-7e,24436
hsa-let-7e,24462
hsa-let-7e,24642
hsa-let-7e,24759
hsa-let-7e,24763
hsa-let-7e,24850
hsa-let-7e,24856
hsa-let-7e,25213
